show_id,release_year
NEs1661,2020
NEs1662,2017
NEs1663,2018
NEs1664,2020
NEs1665,2013
NEs1666,2019
NEs1667,2020
NEs1668,2020
NEs1669,2019
NEs1670,2020
NEs1671,2020
NEs1672,2020
NEs1673,2020
NEs1674,2004
NEs1675,2011
NEs1676,2010
NEs1677,2015
NEs1678,2010
NEs1679,2016
NEs1680,2011
NEs1681,2016
NEs1682,2020
NEs1683,2018
NEs1684,2009
NEs1685,2020
NEs1686,2020
NEs1687,2020
NEs1688,2020
NEs1689,2020
NEs1690,2016
NEs1691,2017
NEs1692,2017
NEs1693,2013
NEs1694,2019
NEs1695,2013
NEs1696,2018
NEs1697,2021
NEs1698,2014
NEs1699,2020
NEs1700,1954
NEs1701,2019
NEs1702,2019
NEs1703,2020
NEs1704,2020
NEs1705,2020
NEs1706,2020
NEs1707,2020
NEs1708,2008
NEs1709,2020
NEs1710,2018
NEs1711,2013
NEs1712,2020
NEs1713,2020
NEs1714,2019
NEs1715,2008
NEs1716,2020
NEs1717,2020
NEs1718,2020
NEs1719,2020
NEs1720,1979
NEs1721,2020
NEs1722,2006
NEs1723,2020
NEs1724,2020
NEs1725,2018
NEs1726,2020
NEs1727,2020
NEs1728,2020
NEs1729,2019
NEs1730,2016
NEs1731,2018
NEs1732,2020
NEs1733,2019
NEs1734,2020
NEs1735,2020
NEs1736,2012
NEs1737,2020
NEs1738,2020
NEs1739,2018
NEs1740,2018
NEs1741,2020
NEs1742,2020
NEs1743,2020
NEs1744,2020
NEs1745,2016
NEs1746,2020
NEs1747,2020
NEs1748,2018
NEs1749,2019
NEs1750,2019
NEs1751,2002
NEs1752,2020
NEs1753,2020
NEs1754,2018
NEs1755,2019
NEs1756,2018
NEs1757,2019
NEs1758,2018
NEs1759,2020
NEs1760,2019
NEs1761,2019
NEs1762,1989
NEs1763,2018
NEs1764,2018
NEs1765,2016
NEs1766,2018
NEs1767,2020
NEs1768,2012
NEs1769,1994
NEs1770,2018
NEs1771,2020
NEs1772,2017
NEs1773,2018
NEs1774,2019
NEs1775,2019
NEs1776,2020
NEs1777,2017
NEs1778,2020
NEs1779,2020
NEs1780,2020
NEs1781,2020
NEs1782,2020
NEs1783,2020
NEs1784,2020
NEs1785,2013
NEs1786,2020
NEs1787,2016
NEs1788,2013
NEs1789,2020
NEs1790,2020
NEs1791,2020
NEs1792,2020
NEs1793,2020
NEs1794,2020
NEs1795,2020
NEs1796,2009
NEs1797,2018
NEs1798,2019
NEs1799,2019
NEs1800,2020
NEs1801,2020
NEs1802,2020
NEs1803,2018
NEs1804,2020
NEs1805,2020
NEs1806,2017
NEs1807,2020
NEs1808,2018
NEs1809,2019
NEs1810,2018
NEs1811,2018
NEs1812,2020
NEs1813,2020
NEs1814,2020
NEs1815,2020
NEs1816,2020
NEs1817,2020
NEs1818,1975
NEs1819,2005
NEs1820,2013
NEs1821,2014
NEs1822,2017
NEs1823,1991
NEs1824,2017
NEs1825,2012
NEs1826,2003
NEs1827,1982
NEs1828,2007
NEs1829,2020
NEs1830,1999
NEs1831,2018
NEs1832,1980
NEs1833,2005
NEs1834,2012
NEs1835,2020
NEs1836,2020
NEs1837,2018
NEs1838,2020
NEs1839,2016
NEs1840,2020
NEs1841,2020
NEs1842,2020
NEs1843,2020
NEs1844,2014
NEs1845,2020
NEs1846,2016
NEs1847,2018
NEs1848,2018
NEs1849,2005
NEs1850,2017
NEs1851,2020
NEs1852,2006
NEs1853,2020
NEs1854,2020
NEs1855,2020
NEs1856,2020
NEs1857,2020
NEs1858,2020
NEs1859,2004
NEs1860,2020
NEs1861,2020
NEs1862,1990
NEs1863,1982
NEs1864,2015
NEs1865,2020
NEs1866,2006
NEs1867,2002
NEs1868,2017
NEs1869,2020
NEs1870,2020
NEs1871,2018
NEs1872,2020
NEs1873,2020
NEs1874,2020
NEs1875,2020
NEs1876,2020
NEs1877,2004
NEs1878,2020
NEs1879,2020
NEs1880,2020
NEs1881,2020
NEs1882,2020
NEs1883,2019
NEs1884,2020
NEs1885,2017
NEs1886,2020
NEs1887,2020
NEs1888,2020
NEs1889,2018
NEs1890,2016
NEs1891,2017
NEs1892,2016
NEs1893,2020
NEs1894,2005
NEs1895,2020
NEs1896,2009
NEs1897,2020
NEs1898,2020
NEs1899,2020
NEs1900,2017
NEs1901,2020
NEs1902,2020
NEs1903,2020
NEs1904,2017
NEs1905,2019
NEs1906,2013
NEs1907,2019
NEs1908,2018
NEs1909,2016
NEs1910,2016
NEs1911,2020
NEs1912,2019
NEs1913,2016
NEs1914,2019
NEs1915,2018
NEs1916,2020
NEs1917,2005
NEs1918,2019
NEs1919,2018
NEs1920,2019
NEs1921,2020
NEs1922,2020
NEs1923,2003
NEs1924,2019
NEs1925,2018
NEs1926,2020
NEs1927,2020
NEs1928,2019
NEs1929,2010
NEs1930,2020
NEs1931,2018
NEs1932,2020
NEs1933,2020
NEs1934,2020
NEs1935,2012
NEs1936,2020
NEs1937,2020
NEs1938,2002
NEs1939,2013
NEs1940,2014
NEs1941,2008
NEs1942,2003
NEs1943,2009
NEs1944,2007
NEs1945,1999
NEs1946,2007
NEs1947,2007
NEs1948,2020
NEs1949,2019
NEs1950,2020
NEs1951,2015
NEs1952,2020
NEs1953,2020
NEs1954,2016
NEs1955,2020
NEs1956,2020
NEs1957,2019
NEs1958,2011
NEs1959,2020
NEs1960,2020
NEs1961,2020
NEs1962,2020
NEs1963,2020
NEs1964,2018
NEs1965,2016
NEs1966,2017
NEs1967,2017
NEs1968,2016
NEs1969,2019
NEs1970,2016
NEs1971,2019
NEs1972,2013
NEs1973,2015
NEs1974,2020
NEs1975,2013
NEs1976,2016
NEs1977,2014
NEs1978,2020
NEs1979,2020
NEs1980,2020
NEs1981,2019
NEs1982,2020
NEs1983,2014
NEs1984,2020
NEs1985,2020
NEs1986,2020
NEs1987,2014
NEs1988,2020
NEs1989,2020
NEs1990,2020
NEs1991,2020
NEs1992,2020
NEs1993,2018
NEs1994,2020
NEs1995,2020
NEs1996,2020
NEs1997,2020
NEs1998,2016
NEs1999,2020
NEs2000,2020
NEs2001,2020
NEs2002,2002
NEs2003,2020
NEs2004,2013
NEs2005,2020
NEs2006,2018
NEs2007,2020
NEs2008,2020
NEs2009,2020
NEs2010,2007
NEs2011,2014
NEs2012,2020
NEs2013,2020
NEs2014,2020
NEs2015,2014
NEs2016,2018
NEs2017,2018
NEs2018,2019
NEs2019,2019
NEs2020,2018
NEs2021,2017
NEs2022,2020
NEs2023,2020
NEs2024,2019
NEs2025,2018
NEs2026,2016
NEs2027,2016
NEs2028,2017
NEs2029,2018
NEs2030,2020
NEs2031,2020
NEs2032,2020
NEs2033,2020
NEs2034,2020
NEs2035,2020
NEs2036,2020
NEs2037,2020
NEs2038,2020
NEs2039,2020
NEs2040,2010
NEs2041,2020
NEs2042,2010
NEs2043,2017
NEs2044,2020
NEs2045,2020
NEs2046,2020
NEs2047,2019
NEs2048,2020
NEs2049,2019
NEs2050,2015
NEs2051,2020
NEs2052,2018
NEs2053,2020
NEs2054,2020
NEs2055,2020
NEs2056,2020
NEs2057,2009
NEs2058,2020
NEs2059,2020
NEs2060,2018
NEs2061,2016
NEs2062,2020
NEs2063,2017
NEs2064,2020
NEs2065,2012
NEs2066,2019
NEs2067,2016
NEs2068,2016
NEs2069,2020
NEs2070,2002
NEs2071,2020
NEs2072,2011
NEs2073,2008
NEs2074,1998
NEs2075,1998
NEs2076,2018
NEs2077,2020
NEs2078,2020
NEs2079,2019
NEs2080,2011
NEs2081,2020
NEs2082,2020
NEs2083,2020
NEs2084,2020
NEs2085,2020
NEs2086,2020
NEs2087,2020
NEs2088,2020
NEs2089,2020
NEs2090,2020
NEs2091,1998
NEs2092,2020
NEs2093,2016
NEs2094,2020
NEs2095,2019
NEs2096,2020
NEs2097,2020
NEs2098,2020
NEs2099,2020
NEs2100,2020
NEs2101,2016
NEs2102,2019
NEs2103,2013
NEs2104,2020
NEs2105,2020
NEs2106,2020
NEs2107,2020
NEs2108,2020
NEs2109,2020
NEs2110,2020
NEs2111,2019
NEs2112,2020
NEs2113,2020
NEs2114,2020
NEs2115,2020
NEs2116,2019
NEs2117,2017
NEs2118,2020
NEs2119,2020
NEs2120,2018
NEs2121,2012
NEs2122,2014
NEs2123,2020
NEs2124,2016
NEs2125,2020
NEs2126,2014
NEs2127,2009
NEs2128,2020
NEs2129,2020
NEs2130,2020
NEs2131,2018
NEs2132,2020
NEs2133,2020
NEs2134,2020
NEs2135,2020
NEs2136,2014
NEs2137,2018
NEs2138,2019
NEs2139,2016
NEs2140,2012
NEs2141,2020
NEs2142,2020
NEs2143,2014
NEs2144,2020
NEs2145,2020
NEs2146,2019
NEs2147,2020
NEs2148,2018
NEs2149,2016
NEs2150,2020
NEs2151,2020
NEs2152,2020
NEs2153,2020
NEs2154,2020
NEs2155,2018
NEs2156,2020
NEs2157,2020
NEs2158,2020
NEs2159,2020
NEs2160,2020
NEs2161,2016
NEs2162,2020
NEs2163,2020
NEs2164,2020
NEs2165,2019
NEs2166,2020
NEs2167,2020
NEs2168,2020
NEs2169,2020
NEs2170,2020
NEs2171,2020
NEs2172,2020
NEs2173,2017
NEs2174,2000
NEs2175,2020
NEs2176,2014
NEs2177,2020
NEs2178,2020
NEs2179,2018
NEs2180,2017
NEs2181,2008
NEs2182,2020
NEs2183,2020
NEs2184,2018
NEs2185,2020
NEs2186,2020
NEs2187,2020
NEs2188,2020
NEs2189,2020
NEs2190,2020
NEs2191,2020
NEs2192,2017
NEs2193,2020
NEs2194,2020
NEs2195,2020
NEs2196,2016
NEs2197,2019
NEs2198,2020
NEs2199,2020
NEs2200,2020
NEs2201,2019
NEs2202,2020
NEs2203,2020
NEs2204,2019
NEs2205,2020
NEs2206,2020
NEs2207,2016
NEs2208,2020
NEs2209,2020
NEs2210,2019
NEs2211,2020
NEs2212,2020
NEs2213,2020
NEs2214,2020
NEs2215,2015
NEs2216,2020
NEs2217,2019
NEs2218,2020
NEs2219,2020
NEs2220,2019
NEs2221,2019
NEs2222,2020
NEs2223,2020
NEs2224,2017
NEs2225,2018
NEs2226,2019
NEs2227,2018
NEs2228,2020
NEs2229,2020
NEs2230,2020
NEs2231,2020
NEs2232,2019
NEs2233,2020
NEs2234,2018
NEs2235,2019
NEs2236,2020
NEs2237,2020
NEs2238,2020
NEs2239,2016
NEs2240,2018
NEs2241,2020
NEs2242,2020
NEs2243,2020
NEs2244,2020
NEs2245,2016
NEs2246,2020
NEs2247,2020
NEs2248,2018
NEs2249,2020
NEs2250,2020
NEs2251,2020
NEs2252,2019
NEs2253,2019
NEs2254,2020
NEs2255,2020
NEs2256,2020
NEs2257,2018
NEs2258,2020
NEs2259,2020
NEs2260,2018
NEs2261,2012
NEs2262,2020
NEs2263,2019
NEs2264,2020
NEs2265,2012
NEs2266,2011
NEs2267,2012
NEs2268,2013
NEs2269,2013
NEs2270,2016
NEs2271,2013
NEs2272,2015
NEs2273,2015
NEs2274,2015
NEs2275,2014
NEs2276,2020
NEs2277,2013
NEs2278,2013
NEs2279,2014
NEs2280,2011
NEs2281,2014
NEs2282,2012
NEs2283,2014
NEs2284,2019
NEs2285,2019
NEs2286,2012
NEs2287,2015
NEs2288,2014
NEs2289,2011
NEs2290,2013
NEs2291,2011
NEs2292,2013
NEs2293,2020
NEs2294,2019
NEs2295,2020
NEs2296,2020
NEs2297,2017
NEs2298,2020
NEs2299,2020
NEs2300,2020
NEs2301,2019
NEs2302,1993
NEs2303,2020
NEs2304,2020
NEs2305,2019
NEs2306,2019
NEs2307,2016
NEs2308,2019
NEs2309,2020
NEs2310,2015
NEs2311,2019
NEs2312,1999
NEs2313,2014
NEs2314,2020
NEs2315,2007
NEs2316,2019
NEs2317,2019
NEs2318,1990
NEs2319,2004
NEs2320,2020
NEs2321,2020
NEs2322,2020
NEs2323,2020
NEs2324,2011
NEs2325,2020
NEs2326,2019
NEs2327,2019
NEs2328,2020
NEs2329,2020
NEs2330,2020
NEs2331,2020
NEs2332,2020
NEs2333,2019
NEs2334,2016
NEs2335,2019
NEs2336,2019
NEs2337,2019
NEs2338,2020
NEs2339,2020
NEs2340,2015
NEs2341,2006
NEs2342,2020
NEs2343,2020
NEs2344,2020
NEs2345,2020
NEs2346,2020
NEs2347,2020
NEs2348,2020
NEs2349,2017
NEs2350,2020
NEs2351,2017
NEs2352,2019
NEs2353,2020
NEs2354,2020
NEs2355,1997
NEs2356,2020
NEs2357,2020
NEs2358,2020
NEs2359,2020
NEs2360,2020
NEs2361,2020
NEs2362,1994
NEs2363,2020
NEs2364,2020
NEs2365,2020
NEs2366,1979
NEs2367,1989
NEs2368,1982
NEs2369,1958
NEs2370,1956
NEs2371,2020
NEs2372,2019
NEs2373,2020
NEs2374,1963
NEs2375,2010
NEs2376,1954
NEs2377,1970
NEs2378,2014
NEs2379,2020
NEs2380,2018
NEs2381,2020
NEs2382,2012
NEs2383,2016
NEs2384,2015
NEs2385,2019
NEs2386,2013
NEs2387,2019
NEs2388,2019
NEs2389,2020
NEs2390,2020
NEs2391,2020
NEs2392,2020
NEs2393,2020
NEs2394,2020
NEs2395,2020
NEs2396,2020
NEs2397,2020
NEs2398,2020
NEs2399,2018
NEs2400,2002
NEs2401,2020
NEs2402,2020
NEs2403,2014
NEs2404,2008
NEs2405,2020
NEs2406,2020
NEs2407,2020
NEs2408,2009
NEs2409,2018
NEs2410,2020
NEs2411,2018
NEs2412,2017
NEs2413,2020
NEs2414,2020
NEs2415,2018
NEs2416,2018
NEs2417,2020
NEs2418,2020
NEs2419,2016
NEs2420,2014
NEs2421,2020
NEs2422,2019
NEs2423,2020
NEs2424,2019
NEs2425,2020
NEs2426,2010
NEs2427,2020
NEs2428,2017
NEs2429,2017
NEs2430,2007
NEs2431,2017
NEs2432,2020
NEs2433,2019
NEs2434,2008
NEs2435,2006
NEs2436,2006
NEs2437,2009
NEs2438,2012
NEs2439,2008
NEs2440,2004
NEs2441,2020
NEs2442,2006
NEs2443,2011
NEs2444,2019
NEs2445,1999
NEs2446,2020
NEs2447,2017
NEs2448,2016
NEs2449,2019
NEs2450,2018
NEs2451,2014
NEs2452,2018
NEs2453,2017
NEs2454,2017
NEs2455,2017
NEs2456,2016
NEs2457,2019
NEs2458,2018
NEs2459,2020
NEs2460,2020
NEs2461,1999
NEs2462,2018
NEs2463,2020
NEs2464,2014
NEs2465,2015
NEs2466,2020
NEs2467,2016
NEs2468,2019
NEs2469,2020
NEs2470,2019
NEs2471,2019
NEs2472,2019
NEs2473,2020
NEs2474,2019
NEs2475,2020
NEs2476,2020
NEs2477,2020
NEs2478,2019
NEs2479,2018
NEs2480,2020
NEs2481,2020
NEs2482,2018
NEs2483,1981
NEs2484,1996
NEs2485,1982
NEs2486,2019
NEs2487,2020
NEs2488,1979
NEs2489,1984
NEs2490,1985
NEs2491,1981
NEs2492,1973
NEs2493,1976
NEs2494,2010
NEs2495,2020
NEs2496,2020
NEs2497,2014
NEs2498,2010
NEs2499,2020
NEs2500,2020
NEs2501,2020
NEs2502,2006
NEs2503,2009
NEs2504,2012
NEs2505,2007
NEs2506,2008
NEs2507,2009
NEs2508,2020
NEs2509,2020
NEs2510,2006
NEs2511,2004
NEs2512,2012
NEs2513,2005
NEs2514,2019
NEs2515,2020
NEs2516,2020
NEs2517,2019
NEs2518,2009
NEs2519,2009
NEs2520,2007
NEs2521,2017
NEs2522,2019
NEs2523,2020
NEs2524,2019
NEs2525,2020
NEs2526,2014
NEs2527,2020
NEs2528,2020
NEs2529,2019
NEs2530,2015
NEs2531,2020
NEs2532,2018
NEs2533,2019
NEs2534,2018
NEs2535,2020
NEs2536,2017
NEs2537,2018
NEs2538,2018
NEs2539,2018
NEs2540,2012
NEs2541,2020
NEs2542,2019
NEs2543,2020
NEs2544,2020
NEs2545,2010
NEs2546,1994
NEs2547,2019
NEs2548,2020
NEs2549,2020
NEs2550,2020
NEs2551,2020
NEs2552,2020
NEs2553,2020
NEs2554,2020
NEs2555,2020
NEs2556,2016
NEs2557,2019
NEs2558,2020
NEs2559,2018
NEs2560,2020
NEs2561,2020
NEs2562,2020
NEs2563,2019
NEs2564,2020
NEs2565,2019
NEs2566,2020
NEs2567,2019
NEs2568,2020
NEs2569,2015
NEs2570,2020
NEs2571,2019
NEs2572,2013
NEs2573,2020
NEs2574,2020
NEs2575,2015
NEs2576,2009
NEs2577,2020
NEs2578,2018
NEs2579,2019
NEs2580,2020
NEs2581,2020
NEs2582,2013
NEs2583,2008
NEs2584,2019
NEs2585,2012
NEs2586,2019
NEs2587,2014
NEs2588,2020
NEs2589,2020
NEs2590,2020
NEs2591,2019
NEs2592,2020
NEs2593,2007
NEs2594,2020
NEs2595,2020
NEs2596,2020
NEs2597,2003
NEs2598,2020
NEs2599,2020
NEs2600,2019
NEs2601,2019
NEs2602,2020
NEs2603,2020
NEs2604,2020
NEs2605,2020
NEs2606,2016
NEs2607,2020
NEs2608,2019
NEs2609,2020
NEs2610,2020
NEs2611,2019
NEs2612,2017
NEs2613,2006
NEs2614,2016
NEs2615,2008
NEs2616,2011
NEs2617,2016
NEs2618,2017
NEs2619,2016
NEs2620,2010
NEs2621,2009
NEs2622,2005
NEs2623,2019
NEs2624,2012
NEs2625,2019
NEs2626,2020
NEs2627,2020
NEs2628,2020
NEs2629,2020
NEs2630,2020
NEs2631,2010
NEs2632,2017
NEs2633,2005
NEs2634,2006
NEs2635,2011
NEs2636,2010
NEs2637,2009
NEs2638,2008
NEs2639,2009
NEs2640,2019
NEs2641,2020
NEs2642,2011
NEs2643,2019
NEs2644,2020
NEs2645,2020
NEs2646,2020
NEs2647,2016
NEs2648,2019
NEs2649,2020
NEs2650,2019
NEs2651,2020
NEs2652,2020
NEs2653,2020
NEs2654,2018
NEs2655,2019
NEs2656,2019
NEs2657,2020
NEs2658,2020
NEs2659,2006
NEs2660,2020
NEs2661,2018
NEs2662,2020
NEs2663,2020
NEs2664,2020
NEs2665,2019
NEs2666,2020
NEs2667,2020
NEs2668,2018
NEs2669,2020
NEs2670,2020
NEs2671,2020
NEs2672,2020
NEs2673,2020
NEs2674,2019
NEs2675,2019
NEs2676,2020
NEs2677,2020
NEs2678,2016
NEs2679,2015
NEs2680,2020
NEs2681,2015
NEs2682,2019
NEs2683,2018
NEs2684,2019
NEs2685,2020
NEs2686,2020
NEs2687,2020
NEs2688,2018
NEs2689,2018
NEs2690,2019
NEs2691,2019
NEs2692,2020
NEs2693,2020
NEs2694,2020
NEs2695,2019
NEs2696,2020
NEs2697,2019
NEs2698,2020
NEs2699,2019
NEs2700,2020
NEs2701,2019
NEs2702,2010
NEs2703,2017
NEs2704,2019
NEs2705,2017
NEs2706,2019
NEs2707,2017
NEs2708,2019
NEs2709,2013
NEs2710,2020
NEs2711,2019
NEs2712,2020
NEs2713,2017
NEs2714,2020
NEs2715,2019
NEs2716,1990
NEs2717,2015
NEs2718,2012
NEs2719,2015
NEs2720,2020
NEs2721,2008
NEs2722,1984
NEs2723,1998
NEs2724,1980
NEs2725,2013
NEs2726,1993
NEs2727,2014
NEs2728,2020
NEs2729,2014
NEs2730,2005
NEs2731,2006
NEs2732,2001
NEs2733,2003
NEs2734,2016
NEs2735,1998
NEs2736,2015
NEs2737,2020
NEs2738,2014
NEs2739,1987
NEs2740,2019
NEs2741,1986
NEs2742,2020
NEs2743,2020
NEs2744,2020
NEs2745,2017
NEs2746,2010
NEs2747,2020
NEs2748,2014
NEs2749,2020
NEs2750,2018
NEs2751,2020
NEs2752,2019
NEs2753,2019
NEs2754,2020
NEs2755,2016
NEs2756,2017
NEs2757,2019
NEs2758,2018
NEs2759,2019
NEs2760,2019
NEs2761,2020
NEs2762,2020
NEs2763,2019
NEs2764,2020
NEs2765,2019
NEs2766,2019
NEs2767,2020
NEs2768,2020
NEs2769,2020
NEs2770,2019
NEs2771,2020
NEs2772,2020
NEs2773,2020
NEs2774,2019
NEs2775,2020
NEs2776,2019
NEs2777,2020
NEs2778,2020
NEs2779,2019
NEs2780,2020
NEs2781,2018
NEs2782,2020
NEs2783,2020
NEs2784,2020
NEs2785,2020
NEs2786,2020
NEs2787,2020
NEs2788,2020
NEs2789,2020
NEs2790,2017
NEs2791,2020
NEs2792,2020
NEs2793,2020
NEs2794,2020
NEs2795,2020
NEs2796,2020
NEs2797,2020
NEs2798,2020
NEs2799,2019
NEs2800,2020
NEs2801,2020
NEs2802,2017
NEs2803,2020
NEs2804,2017
NEs2805,2019
NEs2806,2016
NEs2807,2020
NEs2808,2020
NEs2809,2018
NEs2810,2014
NEs2811,2019
NEs2812,2019
NEs2813,2019
NEs2814,2019
NEs2815,2019
NEs2816,2020
NEs2817,2020
NEs2818,2018
NEs2819,2020
NEs2820,2020
NEs2821,2019
NEs2822,2020
NEs2823,2020
NEs2824,2019
NEs2825,2020
NEs2826,2020
NEs2827,2020
NEs2828,2020
NEs2829,2020
NEs2830,2020
NEs2831,2020
NEs2832,2017
NEs2833,2017
NEs2834,2020
NEs2835,2019
NEs2836,2019
NEs2837,2020
NEs2838,2020
NEs2839,2020
NEs2840,2016
NEs2841,2020
NEs2842,2020
NEs2843,2019
NEs2844,2010
NEs2845,2019
NEs2846,2005
NEs2847,2016
NEs2848,2018
NEs2849,2019
NEs2850,2020
NEs2851,2019
NEs2852,2019
NEs2853,2011
NEs2854,2020
NEs2855,2014
NEs2856,2020
NEs2857,2019
NEs2858,2020
NEs2859,2019
NEs2860,2016
NEs2861,2011
NEs2862,2016
NEs2863,2017
NEs2864,2007
NEs2865,2020
NEs2866,2018
NEs2867,2019
NEs2868,2020
NEs2869,2019
NEs2870,2019
NEs2871,2020
NEs2872,2019
NEs2873,2020
NEs2874,2020
NEs2875,2020
NEs2876,2020
NEs2877,2019
NEs2878,2020
NEs2879,2016
NEs2880,2015
NEs2881,2020
NEs2882,2015
NEs2883,2016
NEs2884,2020
NEs2885,2015
NEs2886,2014
NEs2887,2020
NEs2888,2019
NEs2889,2020
NEs2890,2019
NEs2891,2018
NEs2892,2020
NEs2893,2020
NEs2894,2020
NEs2895,2020
NEs2896,2020
NEs2897,2019
NEs2898,2020
NEs2899,2020
NEs2900,2012
NEs2901,2020
NEs2902,2018
NEs2903,2008
NEs2904,2015
NEs2905,2019
NEs2906,2015
NEs2907,2017
NEs2908,2016
NEs2909,2016
NEs2910,2017
NEs2911,2017
NEs2912,2019
NEs2913,2019
NEs2914,2017
NEs2915,2020
NEs2916,2010
NEs2917,2019
NEs2918,2020
NEs2919,2018
NEs2920,2019
NEs2921,2021
NEs2922,2020
NEs2923,2019
NEs2924,2019
NEs2925,2015
NEs2926,2020
NEs2927,2018
NEs2928,2020
NEs2929,2017
NEs2930,2020
NEs2931,2019
NEs2932,2018
NEs2933,2018
NEs2934,2019
NEs2935,2019
NEs2936,2019
NEs2937,2018
NEs2938,2020
NEs2939,2018
NEs2940,2020
NEs2941,2019
NEs2942,2020
NEs2943,2020
NEs2944,2017
NEs2945,2020
NEs2946,2020
NEs2947,2014
NEs2948,2019
NEs2949,2020
NEs2950,2020
NEs2951,2020
NEs2952,2019
NEs2953,2020
NEs2954,2020
NEs2955,2019
NEs2956,2020
NEs2957,2016
NEs2958,1994
NEs2959,2015
NEs2960,2020
NEs2961,2017
NEs2962,2018
NEs2963,2019
NEs2964,2019
NEs2965,2020
NEs2966,2014
NEs2967,2018
NEs2968,2014
NEs2969,2019
NEs2970,1999
NEs2971,2020
NEs2972,2020
NEs2973,2016
NEs2974,2017
NEs2975,2020
NEs2976,2020
NEs2977,2020
NEs2978,2019
NEs2979,2009
NEs2980,2020
NEs2981,2020
NEs2982,2018
NEs2983,2020
NEs2984,2020
NEs2985,2020
NEs2986,2020
NEs2987,2019
NEs2988,2020
NEs2989,2017
NEs2990,2019
NEs2991,2015
NEs2992,2020
NEs2993,2017
NEs2994,2020
NEs2995,2020
NEs2996,2020
NEs2997,2020
NEs2998,2020
NEs2999,2020
NEs3000,2020
NEs3001,2020
NEs3002,2019
NEs3003,2004
NEs3004,2020
NEs3005,2019
NEs3006,2011
NEs3007,2019
NEs3008,2020
NEs3009,2013
NEs3010,2020
NEs3011,2020
NEs3012,2020
NEs3013,2020
NEs3014,2019
NEs3015,2019
NEs3016,2020
NEs3017,2011
NEs3018,2019
NEs3019,2015
NEs3020,2019
NEs3021,2008
NEs3022,2015
NEs3023,2018
NEs3024,2019
NEs3025,2020
NEs3026,2017
NEs3027,2019
NEs3028,2020
NEs3029,2018
NEs3030,2019
NEs3031,2020
NEs3032,2018
NEs3033,2019
NEs3034,2020
NEs3035,2019
NEs3036,2020
NEs3037,2020
NEs3038,2020
NEs3039,2014
NEs3040,2020
NEs3041,2020
NEs3042,2020
NEs3043,2020
NEs3044,2017
NEs3045,2020
NEs3046,2020
NEs3047,2020
NEs3048,2019
NEs3049,2017
NEs3050,2020
NEs3051,2019
NEs3052,2018
NEs3053,2017
NEs3054,2018
NEs3055,2014
NEs3056,2018
NEs3057,2019
NEs3058,2007
NEs3059,2008
NEs3060,2009
NEs3061,2020
NEs3062,2015
NEs3063,2001
NEs3064,2017
NEs3065,2019
NEs3066,2020
NEs3067,2017
NEs3068,2020
NEs3069,2006
NEs3070,2018
NEs3071,2017
NEs3072,2015
NEs3073,2015
NEs3074,2009
NEs3075,2017
NEs3076,2020
NEs3077,2017
NEs3078,2019
NEs3079,2019
NEs3080,2019
NEs3081,2019
NEs3082,2019
NEs3083,2019
NEs3084,2018
NEs3085,2016
NEs3086,2018
NEs3087,2019
NEs3088,2019
NEs3089,2019
NEs3090,2019
NEs3091,2013
NEs3092,2018
NEs3093,2019
NEs3094,2018
NEs3095,2019
NEs3096,2019
NEs3097,2019
NEs3098,2019
NEs3099,2017
NEs3100,2019
NEs3101,2019
NEs3102,2017
NEs3103,2019
NEs3104,2019
NEs3105,2019
NEs3106,2019
NEs3107,2019
NEs3108,2019
NEs3109,2012
NEs3110,2019
NEs3111,2017
NEs3112,2019
NEs3113,2014
NEs3114,2018
NEs3115,2015
NEs3116,2015
NEs3117,2019
NEs3118,2019
NEs3119,2019
NEs3120,2019
NEs3121,2019
NEs3122,2019
NEs3123,2019
NEs3124,2019
NEs3125,2018
NEs3126,2015
NEs3127,2015
NEs3128,2016
NEs3129,2015
NEs3130,2019
NEs3131,2018
NEs3132,2001
NEs3133,2015
NEs3134,2006
NEs3135,2011
NEs3136,2013
NEs3137,2011
NEs3138,2012
NEs3139,2019
NEs3140,2007
NEs3141,2017
NEs3142,2010
NEs3143,2004
NEs3144,2009
NEs3145,2017
NEs3146,2008
NEs3147,2012
NEs3148,2012
NEs3149,2005
NEs3150,2011
NEs3151,2019
NEs3152,2016
NEs3153,2017
NEs3154,2016
NEs3155,2018
NEs3156,2019
NEs3157,2018
NEs3158,2019
NEs3159,2019
NEs3160,2017
NEs3161,2019
NEs3162,2019
NEs3163,2017
NEs3164,2019
NEs3165,2019
NEs3166,2019
NEs3167,2017
NEs3168,2017
NEs3169,2020
NEs3170,2019
NEs3171,2017
NEs3172,2017
NEs3173,2019
NEs3174,2019
NEs3175,2019
NEs3176,2019
NEs3177,2019
NEs3178,2019
NEs3179,2016
NEs3180,2017
NEs3181,2019
NEs3182,2019
NEs3183,2019
NEs3184,2019
NEs3185,2019
NEs3186,2019
NEs3187,2019
NEs3188,2018
NEs3189,2019
NEs3190,2019
NEs3191,2014
NEs3192,2019
NEs3193,2018
NEs3194,2019
NEs3195,2019
NEs3196,2017
NEs3197,2016
NEs3198,2017
NEs3199,2018
NEs3200,2016
NEs3201,2019
NEs3202,2017
NEs3203,2019
NEs3204,2015
NEs3205,2019
NEs3206,2019
NEs3207,2019
NEs3208,2019
NEs3209,2019
NEs3210,2018
NEs3211,2019
NEs3212,2016
NEs3213,2019
NEs3214,2018
